"osm_id","name","amenity"
8374600650,"Green Wood Academy","school"
8374605280,"Huduma School","school"
8374622553,"Twinkling Star School","school"
8374727569,"Sunshine Day Care","school"
8374771201,"Dagoretti Mixed Secondary","school"
8374784482,"Zeal Covenant Kindergarten","school"
8374797662,"Gatina Primary","school"
8374839015,"Mother Margherita School","school"
8374841243,"Ubora Senior School","school"
8374848710,"Gatina Children Center","school"
8374859944,"Zeal Covenant School","school"
8374861500,"Sifa Education Services","school"
8374868496,"Maranatha Educational Centre","school"
8374879813,"Chosen Children of Promise","school"
9673467752,NA,NA
9673467753,NA,NA
9673467754,NA,NA
9673467755,NA,NA
9673467756,NA,NA
9673467757,NA,NA
9673467758,NA,NA
9676659080,NA,NA
9676659081,NA,NA
9676659082,NA,NA
9676659083,NA,NA
9679424928,NA,NA
9679424933,NA,NA
9679424934,NA,NA
9679424958,NA,NA
9679424964,NA,NA
9679424965,NA,NA
9679424966,NA,NA
9679424968,NA,NA
9679424975,NA,NA
9679424978,NA,NA
9679924741,NA,NA
9679924742,NA,NA
9679924743,NA,NA
9679924781,NA,NA
9679924782,NA,NA
9679924783,NA,NA
9679924784,NA,NA
9679924812,NA,NA
9679924813,NA,NA
9679931517,NA,NA
9679931518,NA,NA
9679931519,NA,NA
9722366217,"Sinapis","school"
9722373317,"Sinapis","school"
9840736117,NA,"school"
9969927832,NA,NA
9969927833,NA,NA
9971949575,NA,NA
9971949589,NA,NA
9971949641,NA,NA
10121540163,NA,NA
10121540164,NA,NA
10121540165,NA,NA
10121540166,NA,NA
10121540167,NA,NA
10121540168,NA,NA
10121540169,NA,NA
10121540170,NA,NA
10121540192,NA,NA
10121540193,NA,NA
10121540194,NA,NA
10121540195,NA,NA
10121540196,NA,NA
10121540197,NA,NA
10536308835,"Nairobi School",NA
10815690968,NA,NA
10815690969,NA,NA
10815690970,NA,NA
10815690971,NA,NA
10815690972,NA,NA
10815690973,NA,NA
10815690974,NA,NA
10815690975,NA,NA
10815690976,NA,NA
10815690977,NA,NA
10815690978,NA,NA
10815690979,NA,NA
10815690980,NA,NA
10815690981,NA,NA
10815690982,NA,NA
10815690983,NA,NA
10815690984,NA,NA
10815690985,NA,NA
10815690986,NA,NA
10815690987,NA,NA
10815690989,NA,NA
10815690990,NA,NA
10815690991,NA,NA
10815690992,NA,NA
10815690993,NA,NA
10815690994,NA,NA
10815690995,NA,NA
10815690996,NA,NA
10815690997,NA,NA
10815690998,NA,NA
10815690999,NA,NA
10815691000,NA,NA
10815691001,NA,NA
10815691002,NA,NA
10815691003,NA,NA
11228124032,NA,NA
1087015286,NA,NA
1087015300,NA,NA
1087015314,NA,NA
1087015316,NA,NA
1728814564,NA,NA
1728814566,NA,NA
1728839015,NA,NA
1728839016,NA,NA
1728839017,NA,NA
1728839018,NA,NA
1728839019,NA,NA
1728839020,"Cedar Groove","school"
2683171984,NA,NA
2683171988,NA,NA
2683171989,NA,NA
2683171990,NA,NA
2683171991,NA,NA
2683171993,NA,NA
2687957058,NA,NA
4210799128,"City prime Secondary school","school"
5334960754,"Riara Group Of Schools Kindergarten",NA
5334960755,NA,NA
5334960756,NA,NA
5334960758,NA,NA
5334971801,"Dagoretti Corner Primary School","school"
5338844387,NA,NA
5338844388,NA,NA
5338844389,NA,NA
5338844390,NA,NA
5338844391,NA,NA
5338844392,NA,NA
5338844393,NA,NA
5338850142,"Riruta Primary School","school"
5915900140,"Mnarani Educational Center","school"
5915900141,"Mnarani Educational Centre","school"
5915900142,"Creative Best Care Academy","school"
5924832980,"Bidii Self Help","school"
5924832981,"Doravera Education Centre","school"
5924835187,"Bidii Self Help","school"
5925863201,"Patience Education Center","school"
5925863202,"Patience Education Centre","school"
5925863208,"Stev-in Junior Education Center","school"
5925863209,"Stev-in Junior Educational Centre","school"
5926229120,"Wells Of Hope","school"
5926387119,"Milkan Elite Education Center","school"
5926387128,"Milkan Elite Education Center","school"
5926387129,"Milkan Elite Education Center","school"
5933573019,"Foursquare Academy","school"
5933573020,"Foursqure Academy","school"
5933622803,"Kogero Sunnyshine Community Centre","school"
5933622808,"The Potters Junior Academy","school"
5933622809,"Nairobi Hil School Kangemi Branch","school"
5933622810,"Nairobi Hill School Kangemi Branch","school"
5933622817,"Kogero Sunnyshine Community Centre","school"
5933622818,"The Potters Junior Academy Pre-School","school"
5953317910,"Teravic Education Centre","school"
5953317911,"Teravic Education Centre","school"
6135414713,"City Prime Academy","school"
7321575797,"The Red Hill Education Centre","school"
8370979237,"Jazeel Education Center","school"
8371013830,"Bignet Education Centre","school"
8371024586,"Le Pic School","school"
8371030906,"Riruta Israel Educational Centre","school"
8371063327,"Gibens Blessed Academy","school"
8371137556,"Shiloe Secondary","school"
8371228326,"Precious Blood Secondary Schools","school"
8371232459,"Solomon Mind's School","school"
8371235937,"Bethany Joy School","school"
8371240996,"Vigil school","school"
8371353971,"Ladyaisha Academy","school"
8371365595,"Kiddy Palace Day Care","school"
8371388290,"Dagoretti Muslim Primary School","school"
8371389386,"Humanitarian Education Centre","school"
8371395005,"Kids Emporwment Centre","school"
8371402937,"Mainstream Education Centre","school"
8371411347,"Rise and Shine","school"
8371413911,"Whistling Thorn","school"
8371414273,"Riruta good Shepherd School","school"
8371416414,"Child of God Education Center","school"
8371428687,"Ndurarua Primary School","school"
8371436591,"Happy Angels Junior Academy","school"
8371453982,"Good shepherd","school"
8371455829,"Riruta","school"
8371456003,"Labs Driving School","school"
8374482295,"Excel Academy","school"
8374500707,"St. Anthony Junior School","school"
8374507481,"St Anthony High School","school"
8374512991,"Prince of Peace Academy","school"
8374520401,"St Anthony Junior School","school"
8374552809,"Rens Community Center School","school"
8374554303,"Joy Remuna Academy","school"
8374558336,"Kabiro Primary School","school"
8374559468,"Kabiro secondary school","school"
8374563982,"The Excellence School","school"
8374564304,"The Excellence School","school"
8374568009,"Free Land Scholars Academy","school"
8374583635,"Maranatha Academy","school"
8374618299,"Riri Junior School","school"
8374618342,"Eagles","school"
8374634312,"Keds Community","school"
8374644687,"St Mary's Dagoretti Centre","school"
8374646110,"Vision Destiny","school"
8374651687,"Crossroad Stars Academy","school"
8374663071,"Inspiration World of Beauty Training","school"
8374705986,"Mabe Twinkling Stars","school"
8374794569,"Trinity Education Center","school"
8374844547,"Etihad Primary","school"
8764061934,"Clips Hairdressing and Beauty Therapy","school"
8764072721,"Teensworld Technologies Training College","school"
8764099089,"Cholas and Anastasio Orthodox","school"
8764122373,"St.Nicholas and Anastasios Orthodox School","school"
8764204374,"Emmanuel Glory Academy","school"
8764230369,"Kawangware Day Nursery School","school"
8764337966,"Queen of Angels Academy","school"
8764454282,"Kife School of Business Studies","school"
8764457625,"Kawangware Primary School","school"
8764466562,"Kawangware Primary School","school"
8764474807,"Stay Up Driving School","school"
9200307181,NA,NA
9905698258,"Clover Green School","school"
9905709251,"Blue Door Christian Academy","school"
9952577263,NA,NA
9952577264,NA,NA
9952577270,NA,NA
9952577276,NA,NA
9952577277,NA,NA
10089477818,NA,NA
10089477819,NA,NA
10089477820,NA,NA
10089477821,NA,NA
10089477824,NA,NA
10089477827,NA,NA
10089477828,NA,NA
10089477829,NA,NA
10089477832,NA,NA
10089477833,NA,NA
10089477835,NA,NA
10089477836,NA,NA
10211395252,NA,NA
10915939513,NA,NA
10915939514,NA,NA
10915939515,NA,NA
10915939516,NA,NA
10915939517,NA,NA
10915939518,NA,NA
10915939519,NA,NA
10915939520,NA,NA
10915939521,NA,NA
10915939522,NA,NA
10915939523,NA,NA
10915939524,NA,NA
10915939525,NA,NA
10915939526,"Uthiru Girls High School",NA
10915990659,NA,NA
10915990660,NA,NA
10915990663,NA,NA
10915990665,NA,NA
10915990666,NA,NA
10915990669,NA,NA
10915990670,NA,NA
10915990672,NA,NA
10946235518,"Patmos Montessori School","school"
11449765757,NA,NA
11449765758,NA,NA
11449765759,NA,NA
11449765760,NA,NA
11449765761,NA,NA
11449765762,NA,NA
11449765763,NA,NA
11449765764,NA,NA
11449765765,NA,NA
11449765766,NA,NA
11449765767,NA,NA
11449765768,NA,NA
11449778369,NA,NA
11449778370,NA,NA
11449778371,NA,NA
11449778372,NA,NA
11449778373,NA,NA
11449778374,NA,NA
11449778375,NA,NA
11449778376,NA,NA
11449778377,NA,NA
11449778378,NA,NA
11449778493,NA,NA
11579190010,NA,NA
11579190011,NA,NA
11579190018,NA,NA
11579190022,NA,NA
11634409138,NA,NA
11634649732,NA,NA
11634649750,NA,NA
11684701036,NA,NA
2165127212,NA,NA
2165127213,NA,NA
2165127214,NA,NA
2165127215,NA,NA
3080415873,"The Komarock School","school"
3080429088,"Bondeni Primary School","school"
4297607403,"Precious Gift Primary","school"
4739499421,"Kayole 1 Primary School","school"
5636724233,"Imara Primary School","school"
5636724256,"Mwangaza Primary School","school"
5636724260,"Thawabu Primary School","school"
5636724261,"Kayole South Secondary School","school"
6819930242,"Kayole P.C.E.A Primary School","school"
1762010247,NA,NA
1762010248,NA,NA
1762010249,NA,NA
1762010250,NA,NA
1762010251,NA,NA
1762010252,NA,NA
1762010253,NA,NA
1762010254,NA,NA
1762010255,NA,NA
1762010257,NA,NA
1762015192,NA,NA
1762015193,NA,NA
1762015198,NA,NA
1762015200,NA,NA
1762015202,NA,NA
1762015203,NA,NA
1762015205,NA,NA
2490510045,NA,NA
2490510046,NA,NA
4270236321,NA,NA
4556878489,"Friends Church Donholm School","school"
4903317522,"Kifaru Primary School","school"
5039111577,NA,NA
5039111578,NA,NA
5039111579,NA,NA
5039111580,NA,NA
5039111581,NA,NA
5039111582,NA,NA
5501772222,"St. Mary Immaculate School - Mihango","school"
6259798889,"Embakasi Garrison Primary School","school"
6259798904,"Good Testimony Junior School","school"
6259798907,"New Junior Campus Academy","school"
6259798957,"St.Mary Academy","school"
6259798979,NA,NA
6259798980,NA,NA
6259810687,"Edelvale Girls' Secondary School","school"
6817327487,NA,NA
6817327488,NA,NA
6817327489,NA,NA
6817327490,NA,NA
7223822513,NA,NA
7223822518,NA,NA
7223822519,NA,NA
7224984858,NA,NA
7224984859,NA,NA
7224984861,NA,NA
7224984862,NA,NA
7225458210,NA,NA
7225458211,NA,NA
7225458212,NA,NA
7225458213,NA,NA
7225458214,NA,NA
7226694041,NA,NA
7226694042,NA,NA
7226694043,NA,NA
7226694044,NA,NA
7226694045,NA,NA
7226694046,NA,NA
7226694047,NA,NA
7226694048,NA,NA
7226694049,NA,NA
7226694050,NA,NA
7226694051,NA,NA
7226694052,NA,NA
7685658174,NA,NA
7685658175,NA,NA
7685658176,NA,NA
7685658177,NA,NA
7685658178,NA,NA
7685658179,NA,NA
7685658180,NA,NA
7685658181,NA,NA
7685658182,NA,NA
7685658183,NA,NA
8168673391,"Melissah Academy","school"
8394921588,"Vision Stars Academy","school"
9047517568,NA,NA
9047517569,NA,NA
9047517570,NA,NA
9047517571,NA,NA
9732361687,NA,NA
9732361688,NA,NA
9732361689,NA,NA
9732361690,NA,NA
9732361691,NA,NA
9732361692,NA,NA
9756961176,NA,NA
9763778099,NA,NA
9763778128,NA,NA
9763778129,NA,NA
9769495428,NA,NA
9800781652,"Embakasi Benedicta Academy","school"
9800959214,NA,NA
9873760268,NA,NA
9873760269,NA,NA
10742573430,NA,NA
10742573431,NA,NA
10742573432,NA,NA
10742573433,NA,NA
10742573434,NA,NA
10742573435,NA,NA
10742573436,NA,NA
10742573437,NA,NA
10742573438,NA,NA
10742573439,NA,NA
10997396505,"ACK St. Monica School","school"
11005644006,"PEFA Christian school","school"
11007740435,"Mwamba Ridge","school"
11373332527,NA,NA
11373332528,NA,NA
11373332529,NA,NA
11373332530,NA,NA
11373332531,NA,NA
11373332532,NA,NA
11397886984,"Mihang'o Primary School",NA
11656242412,NA,NA
1431696789,"Altaawon Education Center","school"
1732933774,"Alfa And Omega Primary School","school"
1732933794,"Faith Intergarted Center School","school"
1732933810,"Korogocho Glory Primary/Secondary School","school"
1732933828,"New Starlight Academy","school"
1732933843,"Primary Chirld Care Center","school"
1736275869,"Hands Of Hope Child care centre","school"
1736275875,"Kisumu Ndogo NFECK School","school"
1736275924,"super action Rehabilitation center","school"
1736275928,"napenda kuishi Rehabilitation center/School","school"
1736275941,"St Clares Primary School","school"
1828380624,NA,NA
1828380626,NA,NA
1828380631,NA,NA
1828380633,NA,NA
1828380638,NA,NA
1828380642,NA,NA
1828380644,NA,NA
1828380647,NA,NA
1828380648,NA,NA
1828380651,NA,NA
1828380652,NA,NA
1828380654,NA,NA
2405798451,"Unnamed school","school"
2405823263,"Bridge International Academy","school"
2405823266,"Clara Primary School","school"
2405823267,"Clare Baby and Primary School","school"
2405823274,"Emaculate secondary school","school"
2405823276,"Genesis Primary School","school"
2405823277,"Genesis Secondary School","school"
2405823281,"Greenland Centre","school"
2405823282,"Hope Academy","school"
2405823293,"Motilone Education Centre","school"
2405823301,"Roho Primary school","school"
2405823307,"Sunrays Primary","school"
2405823308,"Super Education Centre","school"
2405823310,"Vemi Academy and Baby Care","school"
2405823311,"Wisdom Academy","school"
2405836217,"Calcuta high school","school"
2405836230,"Emmaus centre","school"
2405836259,"Lucky shamir academy","school"
2405836287,"Prime school","school"
2405836303,"Six to six academy","school"
2405836314,"St. Steven's primary school","school"
2405836318,"Wayside academy","school"
2405854914,"Gracious hope learning centre","school"
2405854917,"Kasa Emmanuel school","school"
2405854923,"Nyasweda Primary school","school"
2405854927,"St. Joseph Secondary School","school"
3723143870,"alliance vision high school","school"
3723143872,"anglican chuch primary","school"
3723143874,"bestan children centre","school"
3723143878,"bora afya school","school"
3723143885,"damascus nursery and SHG school","school"
3723143886,"daniel comboni primary","school"
3723143887,"day shelter centre","school"
3723143888,"destiny primary","school"
3723143901,"highridge baptist boarding primary","school"
3723143909,"hope and care primary","school"
3723143914,"jambo toto primary","school"
3723143918,"kazi barasa baby care","school"
3723143919,"kenya foundation nursery school","school"
3723146937,"madrasa school","school"
3723146939,"makao primary","school"
3723146943,"missions of hope primary","school"
3723147503,"rehema children home/rescue centre","school"
3723147504,"rehema daycare school","school"
3723147508,"St. Clares Secondary","school"
3723147509,"st.francis of asisi sec","school"
3723147510,"tartola child rescue and educational centre","school"
5520034968,"BigPen Academy","school"
6445077911,"Kenya Muslim Academy","school"
9166914517,"Kenya Muslim Academy","school"
9166926918,"Kariobangi Adventist Education Centre","school"
9166926919,"Kariobangi Adventist Education Centre","school"
9166960717,"Marakim Preparatory Cottage","school"
9166969517,"Markim Preparatory Cottage","school"
9166997017,"KAG Mathare Child Development Center","school"
9167044817,"KAG Mathare Child Development Centre","school"
878845707,"polystar educational centre","school"
878845809,"merry cliff junior academy","school"
878845990,"imara tripoly academy","school"
878846125,"utu wema pri.sch","school"
878846126,"our lady of visitation pri.sch","school"
878846167,"Embakasi Girls Boarding Secondary School","school"
878846209,"GLORIOUS LAND ACADEMY","school"
878846630,"Galaxy Secondary School/ Black Spot","school"
878846662,"emirates pri.sch","school"
878846740,"St.Caspers Academy","school"
878847332,"Catholine school","school"
878847346,"neema vineyard school","school"
878847369,"Gramo joy Primary school","school"
878847386,"st.james academy","school"
878847413,"Shiners CC Secondary School","school"
914492927,"The Riara Group of Schools","school"
914492934,"Seventh Day Adventist / Imara Daima Academy","school"
914492943,"Gatoto Primary","school"
914492966,"KYDF secondary","school"
914492968,"Church on the Rock Primary","school"
914492969,"Emanuel Primary School","school"
949597323,"Kwa Njenga Primary School","school"
949597326,"Baptist Primary School","school"
949597371,"New Dawn Community","school"
949597383,"Joyland Academy","school"
949597387,"Star Of Hope Primary School","school"
949597395,"Jobenpha School","school"
949597408,"Mara Children's Centre","school"
949597417,"Arts Centre (Little Bells Pri Sch)","school"
949597418,"Better Life Community School","school"
949597436,"Agape Primary","school"
949597464,"Komido Center","school"
949597470,NA,NA
949597481,"Red-Roof Academy","school"
949597490,"Blue Shine Academy","school"
949597540,"Cana Pri Sch","school"
949597571,"St John Academy","school"
949597588,"Mwangaza tumaini primary","school"
949597642,"Our Lady Of Nazareth Pri","school"
949597654,"Flama Junior Academy","school"
949597665,"Rueben Baptist School","school"
949597793,"Jovial Community Education Centre","school"
949597840,"St. Jude'S Catholic Church Ecd","school"
949597859,"Imani Community School","school"
949597877,"Little Bells Pri Sch","school"
949597915,"Stevens Academic Community Centre","school"
949598047,"Neema Rehab Community School","school"
949598062,"Reuben Pry Sch & Polytechnic","school"
949598078,"Angaza Community School","school"
949598134,"Maria Goretti Nursery School","school"
949598174,"Baptist Primary School","school"
949598184,"All Jamaica Junior Academy","school"
949598187,"Downstream Community School","school"
949598230,"Sidarec Ecd","school"
1417861297,"Highlight Secondary School","school"
1417861316,"Twinster Academy","school"
1417861344,"Comido Educational Centre","school"
1417861353,"Bridge International School","school"
1417918709,"Isiah Kings Academy","school"
1417918710,"Jophen Community School","school"
1417918723,"Rodrise Academy","school"
1417918725,"St. johns primary school","school"
1419004968,"Blessed Salon Training School","school"
1419004980,"Geotas Hope Academy Centre","school"
1419004982,"Hopevine Junior Academy","school"
1419004987,"Jophen Primary School","school"
1419004996,"Perfect Touch Hair and Beauty Centre Training School","school"
1419004998,"Progress Junior Academy","school"
1419005003,"St. Stephens Academy","school"
1419005005,"Tuinuane Mukuru Training Centre","school"
1419005020,"Winster Academy","school"
1419101736,"Lebanon Juniour Academy","school"
1419101739,"Mukuru Education Center","school"
1419101747,"Angaza Community School","school"
1419101752,"Optica Academy","school"
1419101759,"River of life Primary school","school"
1419101766,"Victory Gift Academy","school"
1419101770,"Fabulous Academy","school"
1419101780,"St. Alloys Academy","school"
1432507879,"Brain house academy","school"
1432507881,"By faith academy","school"
1432508029,"New Dawn Community","school"
1432508031,"New light leaners centre","school"
1432508044,"Rueben vision school","school"
1437347777,"Betterlife school","school"
1437347918,"Siku njema education centre","school"
1446059177,"Flama Junior Academy","school"
1446059238,"Baptist Primary School","school"
1446059289,"Bridge academy","school"
1453973030,"joyland children centre","school"
1535001252,"Reuben Centre Primary School","school"
1606496690,NA,NA
1606496706,NA,NA
1606496714,NA,NA
1606496725,NA,NA
1677041835,NA,NA
1677041839,NA,NA
1677041841,NA,NA
1677041843,NA,NA
1677041845,NA,NA
1678061748,NA,NA
1678079270,"Bridge International School","school"
1678079289,"St Marys Secondary School","school"
1678174277,NA,NA
1678174281,NA,NA
1678174284,NA,NA
1683106442,"Our Lady Of Visitation Primary School","school"
1683193039,"Riara Group of Schools","school"
1999653256,"Bridge international academy","school"
1999709935,"galaxy secondary school","school"
1999709958,"prolabora education centre","school"
2001268209,"Bahati secondary school","school"
2001268234,"Brightons academy","school"
2001268239,"Damasca primary school","school"
2001268303,"Jaombi community foundation school","school"
2001268317,"Pefa academy","school"
2001268349,"St.Jude primary school","school"
2001268352,"Stephens centre for excellence","school"
2145391058,"Our Lady of Mercy Secondary School","school"
2490510044,NA,NA
2490510048,NA,NA
2608955095,NA,NA
2608955096,NA,NA
2608955097,NA,NA
2608955098,NA,NA
5704554335,"St. Elizabeth Primary School","school"
5704643042,"Flama education centre","school"
6013116535,NA,NA
8048710128,NA,NA
8048710129,NA,NA
8048710130,NA,NA
8048710131,NA,NA
550105831,"Busara Primary School","school"
3723143857,"AIPCA primary","school"
9169178418,"Kingdom Living Now School","school"
282407449,NA,NA
282407456,NA,NA
1038103774,"Inspiration Baby College","school"
1038103776,"Bridge International Academy - Gumba","school"
1038103794,"Abundant Life School","school"
1038193564,"Good Samaritan Children Home and Rehabilitation Center","school"
1038202744,"Ebenezar Primary School","school"
1101714916,NA,NA
1101714918,NA,NA
1101714939,NA,NA
1101714948,NA,NA
1101714950,NA,NA
1101714955,NA,NA
1101714961,NA,NA
1101714968,NA,NA
1101714977,NA,NA
1101714980,NA,NA
1101714991,NA,NA
1101714999,NA,NA
1101715001,NA,NA
1101715005,NA,NA
1103092195,"St.Micheals Educational Center","school"
1103092371,"Mathare Family Hope Center","school"
1103092451,"Why Not Academy","school"
1110239839,"St.Mary Community Center","school"
1110239854,"Funzo junior school.","school"
1110239856,"St Antonieta","school"
1110239861,"ST .paul primary school","school"
1112885024,"Thayu kindergaten","school"
1123201114,"St.Ann Day Care Nursery","school"
1124611713,NA,NA
1124611721,NA,NA
1124611728,NA,NA
1124611729,NA,NA
1124611745,NA,NA
1124611751,NA,NA
1124611773,NA,NA
1124611779,NA,NA
1124611787,NA,NA
1124611829,NA,NA
1124611832,NA,NA
1124611868,NA,NA
1124611878,NA,NA
1124611902,NA,NA
1124611908,NA,NA
1124611913,NA,NA
1124611920,NA,NA
1124611926,NA,NA
1124611941,NA,NA
1124611945,NA,NA
1124611953,NA,NA
1124711892,NA,NA
1124711917,NA,NA
1124711921,NA,NA
1124711961,NA,NA
2105375801,NA,NA
2105460696,"St Teresa's Girls' Secondary School","school"
2361262486,NA,NA
2361262488,NA,NA
2361262490,NA,NA
2361262492,NA,NA
2361262494,NA,NA
2361262496,NA,NA
2361262498,NA,NA
2361262500,NA,NA
2361262502,NA,NA
2361262504,NA,NA
2361262506,NA,NA
2361262508,NA,NA
2361262510,NA,NA
2361262511,NA,NA
2361262514,NA,NA
2361262516,NA,NA
2361262518,NA,NA
2361262520,NA,NA
2361262521,NA,NA
2361262523,NA,NA
2361262525,NA,NA
2361262527,NA,NA
2361262529,NA,NA
2361262531,NA,NA
2374943971,"Muungano Adult Education Center","school"
4454756893,"Missions Of Hope International (bondeni)","school"
4454756894,"Destiny Junior Education Centre","school"
4454756895,"Forward Education Center","school"
4454756896,"Naioth Education Centre","school"
