"osm_id","longitude","latitude"
6141845853,36.7741177,-1.2710098
6141845854,36.7749878,-1.2710872
6141845855,36.7750652,-1.2713473
6141845856,36.7746565,-1.2723039
6141845857,36.7737988,-1.2720129
6141845858,36.7738731,-1.2718457
6141845859,36.7740713,-1.2714216
6178983021,36.7679334,-1.2969202
7680912929,36.7797616,-1.2716623
8204435332,36.8041571,-1.278946
8374482726,36.7548194,-1.2893741
8374484698,36.7570555,-1.2895001
8374595313,36.7543784,-1.2851037
8374597804,36.75443,-1.28504
8374598875,36.7545083,-1.2850117
8374600650,36.7544767,-1.2850383
8374605280,36.7590488,-1.2851623
8374622553,36.75901,-1.2851717
8374727569,36.7566839,-1.2816975
8374771201,36.7515421,-1.275666
8374784482,36.7516144,-1.2772696
8374797662,36.7528517,-1.2778041
8374839015,36.7549915,-1.2806044
8374841243,36.7594572,-1.2763769
8374848710,36.7572059,-1.2795469
8374859944,36.7552946,-1.2763923
8374861500,36.757296,-1.274461
8374868496,36.7558073,-1.2748548
8374879813,36.7571555,-1.2754127
9673467752,36.7650415,-1.2870134
9673467753,36.7647395,-1.2872702
9673467754,36.7649797,-1.2876316
9673467755,36.7650465,-1.2877487
9673467756,36.7655707,-1.2871745
9673467757,36.7658053,-1.2875378
9673467758,36.7658669,-1.2873835
9676659080,36.7648361,-1.2869422
9676659081,36.7651252,-1.2869321
9676659082,36.7653767,-1.2870115
9676659083,36.7654655,-1.2870029
9679424928,36.7810454,-1.2703734
9679424933,36.7830928,-1.270405
9679424934,36.783048,-1.2706178
9679424958,36.7798798,-1.2710989
9679424964,36.7814448,-1.2686866
9679424965,36.7827985,-1.2689357
9679424966,36.7837553,-1.26951
9679424968,36.78501,-1.2720762
9679424975,36.7835669,-1.2705386
9679424978,36.7837791,-1.2738032
9679924741,36.7789496,-1.2782648
9679924742,36.7791293,-1.2783426
9679924743,36.7794565,-1.2783586
9679924781,36.7779411,-1.2762617
9679924782,36.7791132,-1.2741513
9679924783,36.7793626,-1.2732959
9679924784,36.7795019,-1.2726303
9679924812,36.7845672,-1.2726435
9679924813,36.7840668,-1.2725789
9679931517,36.7845908,-1.2714323
9679931518,36.7846793,-1.2716816
9679931519,36.7846394,-1.2718394
9722366217,36.7854083,-1.2893042
9722373317,36.7852603,-1.2893632
9840736117,36.7853172,-1.2893213
9969927832,36.7831171,-1.2935316
9969927833,36.7827013,-1.2935436
9971949575,36.7677948,-1.296963
9971949589,36.7679838,-1.2970831
9971949641,36.7678451,-1.2971259
10121540163,36.7670151,-1.2874672
10121540164,36.7646613,-1.2881731
10121540165,36.7647097,-1.2869273
10121540166,36.7647686,-1.2865951
10121540167,36.7655924,-1.2862248
10121540168,36.7663194,-1.2858579
10121540169,36.7665167,-1.2862421
10121540170,36.7657356,-1.2872678
10121540192,36.766269,-1.2864969
10121540193,36.7664128,-1.2867663
10121540194,36.7660798,-1.2869565
10121540195,36.7659213,-1.2868206
10121540196,36.7660221,-1.2866531
10121540197,36.766175,-1.2865082
10536308835,36.7700808,-1.2599994
10815690968,36.7799141,-1.2787263
10815690969,36.7805237,-1.2792421
10815690970,36.7806286,-1.2792733
10815690971,36.7810935,-1.2786838
10815690972,36.7816152,-1.2785222
10815690973,36.7821737,-1.2784513
10815690974,36.7826727,-1.2783068
10815690975,36.7830838,-1.2782132
10815690976,36.7831745,-1.278148
10815690977,36.7835147,-1.2778136
10815690978,36.7835573,-1.2776634
10815690979,36.7835601,-1.2775131
10815690980,36.7837444,-1.2770029
10815690981,36.7841271,-1.276728
10815690982,36.7842916,-1.2765608
10815690983,36.785023,-1.2759315
10815690984,36.7849011,-1.2757274
10815690985,36.7846947,-1.2754833
10815690986,36.784634,-1.2753292
10815690987,36.7847507,-1.2750164
10815690989,36.7845779,-1.2740733
10815690990,36.7843071,-1.2738912
10815690991,36.7835318,-1.2738492
10815690992,36.78351,-1.2737603
10815690993,36.783962,-1.2736432
10815690994,36.7837913,-1.2732984
10815690995,36.7837957,-1.273127
10815690996,36.7837334,-1.272993
10815690997,36.7837499,-1.2705889
10815690998,36.7787862,-1.2782256
10815690999,36.7782678,-1.2777735
10815691000,36.7779313,-1.2770567
10815691001,36.779102,-1.2783308
10815691002,36.7835205,-1.2738047
10815691003,36.7846669,-1.2754181
11228124032,36.7804423,-1.2791732
1087015286,36.7480552,-1.2898456
1087015300,36.7483288,-1.2893039
1087015314,36.7474598,-1.2890465
1087015316,36.7472291,-1.2895399
1728814564,36.7218451,-1.2643113
1728814566,36.7213816,-1.2642641
1728839015,36.7179195,-1.2609223
1728839016,36.7178055,-1.2611639
1728839017,36.7184063,-1.2610781
1728839018,36.7186115,-1.2611636
1728839019,36.7184439,-1.2614374
1728839020,36.7183701,-1.2612387
2683171984,36.737995,-1.3003087
2683171988,36.7377148,-1.2972269
2683171989,36.7386628,-1.2978888
2683171990,36.737782,-1.2985109
2683171991,36.7379626,-1.2989952
2683171993,36.7381449,-1.2995809
2687957058,36.7321467,-1.3019426
4210799128,36.7447652,-1.3009059
5334960754,36.7562597,-1.2958494
5334960755,36.7558664,-1.2957012
5334960756,36.756063,-1.2950364
5334960758,36.7567086,-1.2959552
5334971801,36.7532675,-1.2983821
5338844387,36.7385232,-1.283981
5338844388,36.7383936,-1.2841398
5338844389,36.7383267,-1.2845576
5338844390,36.7385106,-1.2849463
5338844391,36.7392844,-1.2851154
5338844392,36.7396893,-1.2846788
5338844393,36.7389035,-1.283747
5338850142,36.7382121,-1.2819893
5915900140,36.7195643,-1.2667548
5915900141,36.7196545,-1.2669198
5915900142,36.7162777,-1.2636457
5924832980,36.7456667,-1.2734067
5924832981,36.7457578,-1.2725287
5924835187,36.7455638,-1.2733465
5925863201,36.7424839,-1.275428
5925863202,36.7425113,-1.275435
5925863208,36.7413875,-1.2747512
5925863209,36.7413821,-1.2747067
5926229120,36.7411434,-1.2762056
5926387119,36.7356895,-1.2754537
5926387128,36.7355487,-1.2754444
5926387129,36.735636,-1.275473
5933573019,36.7199694,-1.2647274
5933573020,36.7201431,-1.2647912
5933622803,36.7433583,-1.2747302
5933622808,36.7436851,-1.2766951
5933622809,36.7429115,-1.2744674
5933622810,36.7428631,-1.2744772
5933622817,36.7434044,-1.2748108
5933622818,36.7435345,-1.2736426
5953317910,36.7445419,-1.2734888
5953317911,36.7446272,-1.2735054
6135414713,36.7451455,-1.3018315
7321575797,36.7441183,-1.273185
8370979237,36.7286863,-1.2900231
8371013830,36.7386377,-1.2937006
8371024586,36.7383433,-1.2908769
8371030906,36.7369959,-1.2911426
8371063327,36.7446219,-1.2973175
8371137556,36.7359854,-1.2870276
8371228326,36.7387552,-1.2857834
8371232459,36.7349748,-1.277324
8371235937,36.7363222,-1.2775446
8371240996,36.7363222,-1.2777875
8371353971,36.7401193,-1.2803971
8371365595,36.7441545,-1.2809708
8371388290,36.7430588,-1.28132
8371389386,36.7442138,-1.2810524
8371395005,36.74789,-1.2776467
8371402937,36.7450292,-1.2787235
8371411347,36.7447117,-1.277625
8371413911,36.746825,-1.2899683
8371414273,36.7482067,-1.2917683
8371416414,36.7430588,-1.2740313
8371428687,36.7404859,-1.2895248
8371436591,36.74701,-1.2897267
8371453982,36.7486848,-1.287507
8371455829,36.7490817,-1.2877
8371456003,36.74909,-1.2875933
8374482295,36.7469217,-1.2849283
8374500707,36.74619,-1.2845567
8374507481,36.7462017,-1.2844833
8374512991,36.7494017,-1.28615
8374520401,36.7464128,-1.2844302
8374552809,36.75079,-1.2864
8374554303,36.7494367,-1.2857283
8374558336,36.7519367,-1.286465
8374559468,36.752085,-1.28649
8374563982,36.7514433,-1.2860167
8374564304,36.7514383,-1.2859617
8374568009,36.7513333,-1.284735
8374583635,36.7520333,-1.2850767
8374618299,36.7536897,-1.2837951
8374618342,36.7529659,-1.2838495
8374634312,36.7488803,-1.2824859
8374644687,36.7529587,-1.2838575
8374646110,36.7529582,-1.2838534
8374651687,36.7497945,-1.2829122
8374663071,36.7501783,-1.2823798
8374705986,36.7523648,-1.2822035
8374794569,36.7508051,-1.2782753
8374844547,36.7513758,-1.2788592
8764061934,36.7424333,-1.28428
8764072721,36.74249,-1.284365
8764099089,36.7418317,-1.2847817
8764122373,36.74187,-1.28489
8764204374,36.7480867,-1.2887217
8764230369,36.7485491,-1.2892408
8764337966,36.7488983,-1.2887633
8764454282,36.751915,-1.2925917
8764457625,36.7468883,-1.2894583
8764466562,36.7468417,-1.28976
8764474807,36.74835,-1.29149
9200307181,36.7384447,-1.284807
9905698258,36.7046362,-1.2537483
9905709251,36.7024376,-1.254787
9952577263,36.7093539,-1.2570993
9952577264,36.709006,-1.2573663
9952577270,36.7091757,-1.257859
9952577276,36.7090843,-1.2570455
9952577277,36.7089339,-1.2578068
10089477818,36.7136273,-1.2588874
10089477819,36.7065748,-1.2615258
10089477820,36.7069057,-1.2616417
10089477821,36.7134122,-1.2595401
10089477824,36.7135003,-1.2592466
10089477827,36.7145053,-1.2606288
10089477828,36.7131189,-1.2605684
10089477829,36.7068942,-1.2615736
10089477832,36.7138568,-1.2581615
10089477833,36.7065892,-1.2615962
10089477835,36.7149982,-1.2580254
10089477836,36.7137373,-1.258573
10211395252,36.7311291,-1.302176
10915939513,36.713626,-1.2606495
10915939514,36.7140064,-1.2606539
10915939515,36.7154074,-1.258746
10915939516,36.7147762,-1.2587794
10915939517,36.7148689,-1.2580225
10915939518,36.7135849,-1.258151
10915939519,36.715269,-1.2603107
10915939520,36.7153676,-1.2596031
10915939521,36.7136119,-1.2579087
10915939522,36.714087,-1.2574083
10915939523,36.7133893,-1.2579115
10915939524,36.7133934,-1.2573681
10915939525,36.7150214,-1.2574884
10915939526,36.7144264,-1.2606321
10915990659,36.711437,-1.2580434
10915990660,36.7111584,-1.2576033
10915990663,36.7112659,-1.2575822
10915990665,36.7108202,-1.2580835
10915990666,36.7113443,-1.2579803
10915990669,36.7108356,-1.2581618
10915990670,36.7113279,-1.2574897
10915990672,36.7111432,-1.2575261
10946235518,36.7119967,-1.2543304
11449765757,36.7119245,-1.2748373
11449765758,36.7119527,-1.27665
11449765759,36.7133126,-1.2766433
11449765760,36.7133622,-1.2766527
11449765761,36.7133689,-1.276705
11449765762,36.7149554,-1.2766848
11449765763,36.715064,-1.2765789
11449765764,36.7150399,-1.2756712
11449765765,36.7150372,-1.2753427
11449765766,36.7150372,-1.2752408
11449765767,36.7150144,-1.2746402
11449765768,36.7149983,-1.2745463
11449778369,36.7149514,-1.2742272
11449778370,36.7149353,-1.274187
11449778371,36.7128539,-1.2741856
11449778372,36.7120895,-1.2742138
11449778373,36.712072,-1.2742178
11449778374,36.7120224,-1.2742983
11449778375,36.7119969,-1.274372
11449778376,36.7119715,-1.2744484
11449778377,36.7119326,-1.2745088
11449778378,36.7119272,-1.2745624
11449778493,36.7150365,-1.2753128
11579190010,36.7359803,-1.3008716
11579190011,36.7358857,-1.300898
11579190018,36.7355951,-1.3009792
11579190022,36.7353971,-1.3010345
11634409138,36.7374285,-1.2970979
11634649732,36.7370551,-1.30057
11634649750,36.7365823,-1.3006974
11684701036,36.71359,-1.2581051
2165127212,36.9144396,-1.2706075
2165127213,36.914627,-1.2702275
2165127214,36.914698,-1.270271
2165127215,36.9145019,-1.2706504
3080415873,36.9165175,-1.2641292
3080429088,36.9155931,-1.2689673
4297607403,36.9106024,-1.2724836
4739499421,36.9199948,-1.2630881
5636724233,36.9190039,-1.2725412
5636724256,36.9093106,-1.27821
5636724260,36.9161961,-1.2781941
5636724261,36.9164168,-1.2676856
6819930242,36.9137287,-1.2713704
1762010247,36.8962257,-1.2962224
1762010248,36.8958931,-1.2950962
1762010249,36.895641,-1.2957504
1762010250,36.8962579,-1.2946725
1762010251,36.897555,-1.2945824
1762010252,36.8971634,-1.29403
1762010253,36.8975668,-1.2947207
1762010254,36.8961602,-1.296202
1762010255,36.8960111,-1.2948816
1762010257,36.8970679,-1.2940343
1762015192,36.8944196,-1.2969838
1762015193,36.8938617,-1.2962652
1762015198,36.8934042,-1.2955482
1762015200,36.8953423,-1.2958791
1762015202,36.8940334,-1.295021
1762015203,36.8948595,-1.2966728
1762015205,36.8945055,-1.2947421
2490510045,36.894645,-1.3134346
2490510046,36.8949159,-1.3139387
4270236321,36.9006611,-1.2883784
4556878489,36.8930773,-1.3021582
4903317522,36.8979673,-1.2849152
5039111577,36.9550493,-1.2583859
5039111578,36.9551861,-1.2588887
5039111579,36.9562268,-1.2589531
5039111580,36.9562483,-1.2587707
5039111581,36.9563341,-1.2585401
5039111582,36.9564521,-1.2582183
5501772222,36.9473935,-1.2704133
6259798889,36.9211339,-1.3071938
6259798904,36.908093,-1.3105592
6259798907,36.9020945,-1.3077874
6259798957,36.8905745,-1.2975383
6259798979,36.9077285,-1.288289
6259798980,36.906972,-1.289028
6259810687,36.9057717,-1.2895779
6817327487,36.9005334,-1.2825446
6817327488,36.9009622,-1.2822991
6817327489,36.9010905,-1.2825923
6817327490,36.9006507,-1.2828304
7223822513,36.9064987,-1.2870356
7223822518,36.9061848,-1.2882476
7223822519,36.9058147,-1.2872957
7224984858,36.9488395,-1.2644031
7224984859,36.9490674,-1.2650961
7224984861,36.9493085,-1.2650886
7224984862,36.9490426,-1.2643353
7225458210,36.9526608,-1.2628117
7225458211,36.9527468,-1.2625193
7225458212,36.9527805,-1.2625147
7225458213,36.9536604,-1.2629141
7225458214,36.9535135,-1.2630805
7226694041,36.9460124,-1.2718335
7226694042,36.9468312,-1.2720914
7226694043,36.946857,-1.2721172
7226694044,36.9470549,-1.2727149
7226694045,36.9473796,-1.2736393
7226694046,36.9467323,-1.2738629
7226694047,36.9465431,-1.2733491
7226694048,36.9459066,-1.2735168
7226694049,36.9457324,-1.2729858
7226694050,36.945741,-1.272917
7226694051,36.945913,-1.2722376
7226694052,36.9461014,-1.2717926
7685658174,36.9433435,-1.2735774
7685658175,36.9432572,-1.2736175
7685658176,36.9432326,-1.273562
7685658177,36.9428043,-1.2737284
7685658178,36.9428413,-1.2737992
7685658179,36.9425917,-1.2739224
7685658180,36.9426903,-1.2741689
7685658181,36.9427993,-1.2744456
7685658182,36.9435602,-1.2740953
7685658183,36.9435284,-1.2740564
8168673391,36.9039225,-1.3043698
8394921588,36.9031297,-1.2846009
9047517568,36.9010334,-1.2873249
9047517569,36.900088,-1.2875528
9047517570,36.9012192,-1.287945
9047517571,36.9011592,-1.2878521
9732361687,36.9730845,-1.2846792
9732361688,36.9736467,-1.284469
9732361689,36.9738248,-1.2849431
9732361690,36.9737754,-1.2849838
9732361691,36.9737518,-1.2850653
9732361692,36.9732948,-1.2852284
9756961176,36.9491172,-1.265108
9763778099,36.9467077,-1.2735582
9763778128,36.9463932,-1.2734241
9763778129,36.9462289,-1.2734415
9769495428,36.9530544,-1.2630123
9800781652,36.9676802,-1.2783567
9800959214,36.8952723,-1.2961997
9873760268,36.9493354,-1.2650801
9873760269,36.9491348,-1.2651547
10742573430,36.9582001,-1.2766854
10742573431,36.957161,-1.276527
10742573432,36.9570404,-1.2764776
10742573433,36.9570048,-1.2764294
10742573434,36.9569807,-1.2763892
10742573435,36.9563065,-1.2746531
10742573436,36.9581339,-1.2740023
10742573437,36.9584554,-1.2747602
10742573438,36.9584452,-1.2749643
10742573439,36.9582593,-1.2763244
10997396505,36.9699524,-1.2829694
11005644006,36.9730012,-1.2884689
11007740435,36.9658167,-1.2839826
11373332527,36.9612353,-1.2664738
11373332528,36.9617359,-1.2664877
11373332529,36.9617128,-1.2668465
11373332530,36.9608651,-1.2664335
11373332531,36.9608943,-1.2660433
11373332532,36.9612586,-1.2660578
11397886984,36.9578358,-1.2766299
11656242412,36.9470505,-1.272702
1431696789,36.8910743,-1.2516245
1732933774,36.894836,-1.2443813
1732933794,36.8955169,-1.2451768
1732933810,36.8928127,-1.2514791
1732933828,36.8939547,-1.2462469
1732933843,36.8944814,-1.2461267
1736275869,36.8879825,-1.2528073
1736275875,36.886533,-1.2549452
1736275924,36.8870507,-1.2513745
1736275928,36.8870077,-1.2547047
1736275941,36.8872596,-1.25185
1828380624,36.8860947,-1.2533801
1828380626,36.8861659,-1.2534438
1828380631,36.8862538,-1.2535228
1828380633,36.8863262,-1.2535848
1828380638,36.8864297,-1.2536604
1828380642,36.8865077,-1.2537286
1828380644,36.8857286,-1.2537894
1828380647,36.8857998,-1.253853
1828380648,36.8862468,-1.2538692
1828380651,36.8863248,-1.2539374
1828380652,36.8859007,-1.253935
1828380654,36.8859731,-1.253997
2405798451,36.8854048,-1.2467295
2405823263,36.8828058,-1.2475744
2405823266,36.8847138,-1.246735
2405823267,36.8834469,-1.2493719
2405823274,36.8832957,-1.2491174
2405823276,36.8837826,-1.2477589
2405823277,36.882797,-1.24909
2405823281,36.8832226,-1.2492659
2405823282,36.883332,-1.2483545
2405823293,36.8843427,-1.2480206
2405823301,36.8838064,-1.2488282
2405823307,36.8823802,-1.2482735
2405823308,36.8863152,-1.2473307
2405823310,36.8832479,-1.2492248
2405823311,36.8834197,-1.2472963
2405836217,36.90472,-1.2373464
2405836230,36.897019,-1.2427169
2405836259,36.899809,-1.2398798
2405836287,36.9003444,-1.2394036
2405836303,36.9024063,-1.2381446
2405836314,36.8990552,-1.2412349
2405836318,36.8975498,-1.2411407
2405854914,36.8795913,-1.2482795
2405854917,36.8806175,-1.2485922
2405854923,36.8807307,-1.2474097
2405854927,36.8781451,-1.2487252
3723143870,36.8954826,-1.2453521
3723143872,36.8921506,-1.2520697
3723143874,36.8879593,-1.2526473
3723143878,36.8882147,-1.250659
3723143885,36.8877153,-1.252722
3723143886,36.8867207,-1.2524043
3723143887,36.8870272,-1.2514339
3723143888,36.8884618,-1.2538143
3723143901,36.8925174,-1.2509239
3723143909,36.8871337,-1.2546094
3723143914,36.886063,-1.2560343
3723143918,36.887206,-1.2510963
3723143919,36.88773,-1.251709
3723146937,36.8905628,-1.2527145
3723146939,36.8860658,-1.2568256
3723146943,36.8879695,-1.2533934
3723147503,36.8888469,-1.253538
3723147504,36.8888044,-1.2518246
3723147508,36.8873422,-1.2519049
3723147509,36.8875784,-1.2523028
3723147510,36.8949658,-1.2461857
5520034968,36.8868797,-1.2546384
6445077911,36.8782733,-1.2564269
9166914517,36.8781304,-1.2564397
9166926918,36.8785292,-1.2573253
9166926919,36.8781492,-1.2574872
9166960717,36.8783474,-1.2586393
9166969517,36.8784302,-1.2587324
9166997017,36.8782791,-1.2592576
9167044817,36.8784574,-1.2593183
878845707,36.8806019,-1.3197715
878845809,36.8838666,-1.3213122
878845990,36.8852817,-1.3216634
878846125,36.8845538,-1.3198522
878846126,36.8842216,-1.3209899
878846167,36.8844735,-1.3186966
878846209,36.8874341,-1.3188699
878846630,36.8802781,-1.3113841
878846662,36.8823681,-1.318188
878846740,36.8819918,-1.317545
878847332,36.8866539,-1.316454
878847346,36.8869166,-1.3162564
878847369,36.8874314,-1.3175371
878847386,36.8871686,-1.3161301
878847413,36.8879411,-1.3176332
914492927,36.8762149,-1.3226533
914492934,36.885315,-1.3210458
914492943,36.8642818,-1.3147141
914492966,36.8720711,-1.3154048
914492968,36.8733399,-1.3149204
914492969,36.8772212,-1.3174862
949597323,36.8847685,-1.3147694
949597326,36.8804355,-1.3129094
949597371,36.8756675,-1.3190444
949597383,36.8781585,-1.3153244
949597387,36.874573,-1.310619
949597395,36.887218,-1.3091534
949597408,36.8778032,-1.3135775
949597417,36.8646388,-1.3127173
949597418,36.8710145,-1.3181964
